SALESORDERID,HISTORY_CREATEDBY_EMPLOYEEID,HISTORY_CREATEDAT,HISTORY_CHANGEDBY_EMPLOYEEID,HISTORY_CHANGEDAT,PARTNER_PARTNERID,LIFECYCLESTATUS,BILLINGSTATUS,DELIVERYSTATUS,HEADER_SALESORDERID,PRODUCT_PRODUCTID,NOTEID,CURRENCY,ITEMATPSTATUS,OPITEMPOS,QUANTITYUNIT,DELIVERYDATE,GROSSAMOUNT,NETAMOUNT,TAXAMOUNT,QUANTITY
500000267,20,2015-09-24,18,2015-10-08,100000005,P,P,I,500000267,HT-1107,,ARS,I,,EA,2015-12-04,71.16,59.80,11.36,2.000
500000268,1,2015-09-25,19,2015-10-09,100000002,P,P,I,500000268,HT-1100,,USD,I,,EA,2015-12-04,320.94,269.70,51.24,3.000
500000268,1,2015-09-25,19,2015-10-09,100000002,P,P,I,500000268,HT-1101,,EUR,I,,EA,2015-12-04,285.24,239.70,45.54,3.000
500000269,17,2015-09-26,22,2015-10-10,100000009,X,I,I,500000269,HT-1070,,ARS,I,,EA,2015-12-04,253.11,212.70,40.41,3.000
500000269,17,2015-09-26,22,2015-10-10,100000009,X,I,I,500000269,HT-1071,,ZAR,I,,EA,2015-12-04,97.22,81.70,15.52,1.000
500000270,20,2015-09-27,32,2015-10-11,100000000,X,I,I,500000270,HT-1082,,ARS,I,,EA,2015-12-04,402.22,338.00,64.22,2.000
500000270,20,2015-09-27,32,2015-10-11,100000000,X,I,I,500000270,HT-1083,,CNY,I,,EA,2015-12-04,1237.60,1040.00,197.60,2.000
500000271,4,2015-09-28,17,2015-10-12,100000002,P,P,D,500000271,HT-1113,,EUR,I,,EA,2015-12-04,5.47,4.60,0.87,2.000
500000271,4,2015-09-28,17,2015-10-12,100000002,P,P,D,500000271,HT-1114,,USD,I,,EA,2015-12-04,82.11,69.00,13.11,1.000
500000272,21,2015-09-29,20,2015-10-13,100000006,C,P,D,500000272,HT-1102,,USD,I,,EA,2015-12-04,246.33,207.00,39.33,3.000
500000272,21,2015-09-29,20,2015-10-13,100000006,C,P,D,500000272,HT-1103,,EUR,I,,EA,2015-12-04,274.89,231.00,43.89,3.000
500000273,33,2015-09-30,18,2015-10-14,100000008,P,P,D,500000273,HT-1104,,JPY,I,,EA,2015-12-04,196.35,165.00,31.35,3.000
500000273,33,2015-09-30,18,2015-10-14,100000008,P,P,D,500000273,HT-1105,,EUR,I,,EA,2015-12-04,103.53,87.00,16.53,3.000
500000274,31,2015-10-01,20,2015-10-15,100000005,C,P,D,500000274,HT-1116,,MXN,I,,EA,2015-12-04,128.52,108.00,20.52,3.000
500000274,31,2015-10-01,20,2015-10-15,100000005,C,P,D,500000274,HT-1117,,EUR,I,,EA,2015-12-04,135.66,114.00,21.66,3.000
500000275,14,2015-10-02,26,2015-10-16,100000003,N,I,I,500000275,HT-1000,,EUR,I,,EA,2015-12-04,1137.64,956.00,181.64,1.000
500000275,14,2015-10-02,26,2015-10-16,100000003,N,I,I,500000275,HT-1001,,EUR,I,,EA,2015-12-04,2972.62,2498.00,474.62,2.000
500000276,10,2015-10-03,15,2015-10-17,100000003,C,P,D,500000276,HT-1030,,EUR,I,,EA,2015-12-04,547.40,460.00,87.40,2.000
500000276,10,2015-10-03,15,2015-10-17,100000003,C,P,D,500000276,HT-1031,,GBP,I,,EA,2015-12-04,339.15,285.00,54.15,1.000
500000277,9,2015-10-04,21,2015-10-18,100000003,P,I,I,500000277,HT-1040,,EUR,I,,EA,2015-12-04,2963.10,2490.00,473.10,3.000
500000277,9,2015-10-04,21,2015-10-18,100000003,P,I,I,500000277,HT-1041,,ARS,I,,EA,2015-12-04,583.10,490.00,93.10,1.000
500000278,27,2015-10-05,26,2015-10-19,100000008,P,P,D,500000278,HT-1073,,EUR,I,,EA,2015-12-04,85.68,72.00,13.68,3.000
500000278,27,2015-10-05,26,2015-10-19,100000008,P,P,D,500000278,HT-1080,,INR,I,,EA,2015-12-04,182.07,153.00,29.07,3.000
500000279,28,2015-10-06,16,2015-10-20,100000004,P,P,I,500000279,HT-1100,,USD,I,,EA,2015-12-04,213.96,179.80,34.16,2.000
500000279,28,2015-10-06,16,2015-10-20,100000004,P,P,I,500000279,HT-1101,,EUR,I,,EA,2015-12-04,95.08,79.90,15.18,1.000
500000280,2,2015-10-07,19,2015-10-21,100000006,P,I,I,500000280,HT-1500,,EUR,I,,EA,2015-12-04,5950.00,5000.00,950.00,1.000
500000280,2,2015-10-07,19,2015-10-21,100000006,P,I,I,500000280,HT-1501,,JPY,I,,EA,2015-12-04,3570.00,3000.00,570.00,2.000
500000281,16,2015-10-08,6,2015-10-22,100000004,C,P,D,500000281,HT-1105,,EUR,I,,EA,2015-12-04,103.53,87.00,16.53,3.000
500000281,16,2015-10-08,6,2015-10-22,100000004,C,P,D,500000281,HT-1106,,MXN,I,,EA,2015-12-04,40.46,34.00,6.46,1.000
500000282,29,2015-10-09,3,2015-10-23,100000006,X,I,I,500000282,HT-1030,,EUR,I,,EA,2015-12-04,547.40,460.00,87.40,2.000
500000282,29,2015-10-09,3,2015-10-23,100000006,X,I,I,500000282,HT-1031,,GBP,I,,EA,2015-12-04,1017.45,855.00,162.45,3.000
500000283,33,2015-10-10,3,2015-10-24,100000009,N,I,I,500000283,HT-1060,,EUR,I,,EA,2015-12-04,21.42,18.00,3.42,2.000
500000283,33,2015-10-10,3,2015-10-24,100000009,N,I,I,500000283,HT-1061,,EUR,I,,EA,2015-12-04,16.66,14.00,2.66,2.000
500000284,11,2015-10-11,22,2015-10-25,100000000,P,P,I,500000284,HT-1500,,EUR,I,,EA,2015-12-04,11900.00,10000.00,1900.00,2.000
500000284,11,2015-10-11,22,2015-10-25,100000000,P,P,I,500000284,HT-1501,,JPY,I,,EA,2015-12-04,3570.00,3000.00,570.00,2.000
500000285,5,2015-10-12,4,2015-10-26,100000002,P,I,I,500000285,HT-1085,,DKK,I,,EA,2015-12-04,3567.62,2998.00,569.62,2.000
500000285,5,2015-10-12,4,2015-10-26,100000002,P,I,I,500000285,HT-1090,,EUR,I,,EA,2015-12-04,92.82,78.00,14.82,2.000
500000286,7,2015-10-13,14,2015-10-27,100000003,C,P,D,500000286,HT-1104,,JPY,I,,EA,2015-12-04,65.45,55.00,10.45,1.000
500000286,7,2015-10-13,14,2015-10-27,100000003,C,P,D,500000286,HT-1105,,EUR,I,,EA,2015-12-04,103.53,87.00,16.53,3.000
500000287,8,2015-10-14,22,2015-10-28,100000005,N,I,I,500000287,HT-1000,,EUR,I,,EA,2015-12-04,2275.28,1912.00,363.28,2.000
500000287,8,2015-10-14,22,2015-10-28,100000005,N,I,I,500000287,HT-1001,,EUR,I,,EA,2015-12-04,2972.62,2498.00,474.62,2.000
500000288,25,2015-10-15,19,2015-10-29,100000006,P,P,D,500000288,HT-1070,,ARS,I,,EA,2015-12-04,84.37,70.90,13.47,1.000
500000288,25,2015-10-15,19,2015-10-29,100000006,P,P,D,500000288,HT-1071,,ZAR,I,,EA,2015-12-04,291.67,245.10,46.57,3.000
500000289,9,2015-10-16,30,2015-10-30,100000006,N,I,I,500000289,HT-1040,,EUR,I,,EA,2015-12-04,987.70,830.00,157.70,1.000
500000289,9,2015-10-16,30,2015-10-30,100000006,N,I,I,500000289,HT-1041,,ARS,I,,EA,2015-12-04,1166.20,980.00,186.20,2.000
500000290,4,2015-10-17,32,2015-10-31,100000008,N,I,I,500000290,HT-1113,,EUR,I,,EA,2015-12-04,8.21,6.90,1.31,3.000
500000290,4,2015-10-17,32,2015-10-31,100000008,N,I,I,500000290,HT-1114,,USD,I,,EA,2015-12-04,164.22,138.00,26.22,2.000
500000291,12,2015-10-18,22,2015-11-01,100000004,C,P,D,500000291,HT-1117,,EUR,I,,EA,2015-12-04,90.44,76.00,14.44,2.000
500000291,12,2015-10-18,22,2015-11-01,100000004,C,P,D,500000291,HT-1118,,ARS,I,,EA,2015-12-04,94.01,79.00,15.01,1.000
500000292,29,2015-10-19,30,2015-11-02,100000002,N,I,I,500000292,HT-1100,,USD,I,,EA,2015-12-04,106.98,89.90,17.08,1.000
500000292,29,2015-10-19,30,2015-11-02,100000002,N,I,I,500000292,HT-1107,,ARS,I,,EA,2015-12-04,71.16,59.80,11.36,2.000
500000293,4,2015-10-20,15,2015-11-03,100000005,X,I,I,500000293,HT-1100,,USD,I,,EA,2015-12-04,320.94,269.70,51.24,3.000
500000293,4,2015-10-20,15,2015-11-03,100000005,X,I,I,500000293,HT-1101,,EUR,I,,EA,2015-12-04,285.24,239.70,45.54,3.000
500000294,20,2015-10-21,29,2015-11-04,100000009,N,I,I,500000294,HT-1070,,ARS,I,,EA,2015-12-04,253.11,212.70,40.41,3.000
500000294,20,2015-10-21,29,2015-11-04,100000009,N,I,I,500000294,HT-1071,,ZAR,I,,EA,2015-12-04,97.22,81.70,15.52,1.000
500000295,22,2015-10-22,23,2015-11-05,100000000,X,I,I,500000295,HT-1210,,EUR,I,,EA,2015-12-04,5709.62,4798.00,911.62,2.000
500000295,22,2015-10-22,23,2015-11-05,100000000,X,I,I,500000295,HT-1500,,EUR,I,,EA,2015-12-04,11900.00,10000.00,1900.00,2.000
500000296,13,2015-10-23,24,2015-11-06,100000002,N,I,I,500000296,HT-1063,,BRL,I,,EA,2015-12-04,33.32,28.00,5.32,2.000
500000296,13,2015-10-23,24,2015-11-06,100000002,N,I,I,500000296,HT-1064,,CAD,I,,EA,2015-12-04,19.04,16.00,3.04,1.000
500000297,18,2015-10-24,15,2015-11-07,100000008,X,I,I,500000297,HT-1102,,USD,I,,EA,2015-12-04,246.33,207.00,39.33,3.000
500000297,18,2015-10-24,15,2015-11-07,100000008,X,I,I,500000297,HT-1103,,EUR,I,,EA,2015-12-04,274.89,231.00,43.89,3.000
500000298,24,2015-10-25,18,2015-11-08,100000006,X,I,I,500000298,HT-1104,,JPY,I,,EA,2015-12-04,196.35,165.00,31.35,3.000
500000298,24,2015-10-25,18,2015-11-08,100000006,X,I,I,500000298,HT-1105,,EUR,I,,EA,2015-12-04,103.53,87.00,16.53,3.000
500000299,9,2015-10-26,25,2015-11-09,100000005,C,P,D,500000299,HT-1116,,MXN,I,,EA,2015-12-04,128.52,108.00,20.52,3.000
500000299,9,2015-10-26,25,2015-11-09,100000005,C,P,D,500000299,HT-1117,,EUR,I,,EA,2015-12-04,135.66,114.00,21.66,3.000
500000300,13,2015-10-27,17,2015-11-10,100000026,X,I,I,500000300,HT-1000,,EUR,I,,EA,2015-12-04,1137.64,956.00,181.64,1.000
500000300,13,2015-10-27,17,2015-11-10,100000026,X,I,I,500000300,HT-1001,,EUR,I,,EA,2015-12-04,2972.62,2498.00,474.62,2.000
500000301,19,2015-10-28,16,2015-11-11,100000025,P,I,I,500000301,HT-1030,,EUR,I,,EA,2015-12-04,547.40,460.00,87.40,2.000
500000301,19,2015-10-28,16,2015-11-11,100000025,P,I,I,500000301,HT-1031,,GBP,I,,EA,2015-12-04,339.15,285.00,54.15,1.000
500000302,21,2015-10-29,32,2015-11-12,100000022,N,I,I,500000302,HT-1040,,EUR,I,,EA,2015-12-04,2963.10,2490.00,473.10,3.000
500000302,21,2015-10-29,32,2015-11-12,100000022,N,I,I,500000302,HT-1041,,ARS,I,,EA,2015-12-04,583.10,490.00,93.10,1.000
500000303,5,2015-10-30,11,2015-11-13,100000024,C,P,D,500000303,HT-1073,,EUR,I,,EA,2015-12-04,85.68,72.00,13.68,3.000
500000303,5,2015-10-30,11,2015-11-13,100000024,C,P,D,500000303,HT-1080,,INR,I,,EA,2015-12-04,182.07,153.00,29.07,3.000
500000304,1,2015-10-31,27,2015-11-14,100000024,X,I,I,500000304,HT-1100,,USD,I,,EA,2015-12-04,213.96,179.80,34.16,2.000
500000304,1,2015-10-31,27,2015-11-14,100000024,X,I,I,500000304,HT-1101,,EUR,I,,EA,2015-12-04,95.08,79.90,15.18,1.000
500000305,33,2015-11-01,20,2015-11-15,100000021,N,I,I,500000305,HT-1500,,EUR,I,,EA,2015-12-04,5950.00,5000.00,950.00,1.000
500000305,33,2015-11-01,20,2015-11-15,100000021,N,I,I,500000305,HT-1501,,JPY,I,,EA,2015-12-04,3570.00,3000.00,570.00,2.000
500000306,14,2015-11-02,9,2015-11-16,100000023,N,I,I,500000306,HT-1105,,EUR,I,,EA,2015-12-04,103.53,87.00,16.53,3.000
500000306,14,2015-11-02,9,2015-11-16,100000023,N,I,I,500000306,HT-1106,,MXN,I,,EA,2015-12-04,40.46,34.00,6.46,1.000
500000307,12,2015-11-03,24,2015-11-17,100000019,X,I,I,500000307,HT-1030,,EUR,I,,EA,2015-12-04,547.40,460.00,87.40,2.000
500000307,12,2015-11-03,24,2015-11-17,100000019,X,I,I,500000307,HT-1031,,GBP,I,,EA,2015-12-04,1017.45,855.00,162.45,3.000
500000308,32,2015-11-04,31,2015-11-18,100000026,N,I,I,500000308,HT-1060,,EUR,I,,EA,2015-12-04,21.42,18.00,3.42,2.000
500000308,32,2015-11-04,31,2015-11-18,100000026,N,I,I,500000308,HT-1061,,EUR,I,,EA,2015-12-04,16.66,14.00,2.66,2.000
500000309,24,2015-11-05,6,2015-11-19,100000026,P,I,D,500000309,HT-1040,,EUR,I,,EA,2015-12-04,1975.40,1660.00,315.40,2.000
500000309,24,2015-11-05,6,2015-11-19,100000026,P,I,D,500000309,HT-1041,,ARS,I,,EA,2015-12-04,1166.20,980.00,186.20,2.000
500000310,17,2015-11-06,12,2015-11-20,100000025,X,I,I,500000310,HT-1070,,ARS,I,,EA,2015-12-04,168.74,141.80,26.94,2.000
500000310,17,2015-11-06,12,2015-11-20,100000025,X,I,I,500000310,HT-1071,,ZAR,I,,EA,2015-12-04,194.45,163.40,31.05,2.000
500000311,8,2015-11-07,15,2015-11-21,100000019,C,P,D,500000311,HT-1104,,JPY,I,,EA,2015-12-04,65.45,55.00,10.45,1.000
500000311,8,2015-11-07,15,2015-11-21,100000019,C,P,D,500000311,HT-1105,,EUR,I,,EA,2015-12-04,103.53,87.00,16.53,3.000
500000312,13,2015-11-08,4,2015-11-22,100000022,C,P,D,500000312,HT-1000,,EUR,I,,EA,2015-12-04,2275.28,1912.00,363.28,2.000
500000312,13,2015-11-08,4,2015-11-22,100000022,C,P,D,500000312,HT-1001,,EUR,I,,EA,2015-12-04,2972.62,2498.00,474.62,2.000
500000313,27,2015-11-09,14,2015-11-23,100000024,P,P,I,500000313,HT-1022,,ARS,I,,EA,2015-12-04,243.95,205.00,38.95,1.000
500000313,27,2015-11-09,14,2015-11-23,100000024,P,P,I,500000313,HT-1023,,USD,I,,EA,2015-12-04,853.23,717.00,136.23,3.000
500000314,15,2015-11-10,11,2015-11-24,100000024,C,P,D,500000314,HT-1040,,EUR,I,,EA,2015-12-04,987.70,830.00,157.70,1.000
500000314,15,2015-11-10,11,2015-11-24,100000024,C,P,D,500000314,HT-1041,,ARS,I,,EA,2015-12-04,1166.20,980.00,186.20,2.000
500000315,12,2015-11-11,7,2015-11-25,100000021,X,I,I,500000315,HT-1055,,EUR,I,,EA,2015-12-04,353.43,297.00,56.43,3.000
500000315,12,2015-11-11,7,2015-11-25,100000021,X,I,I,500000315,HT-1056,,JPY,I,,EA,2015-12-04,283.22,238.00,45.22,2.000
500000316,28,2015-11-12,23,2015-11-26,100000019,X,I,I,500000316,HT-1067,,EUR,I,,EA,2015-12-04,8.33,7.00,1.33,2.000
500000316,28,2015-11-12,23,2015-11-26,100000019,X,I,I,500000316,HT-1068,,USD,I,,EA,2015-12-04,4.17,3.50,0.67,1.000
500000317,3,2015-11-13,8,2015-11-27,100000022,X,I,I,500000317,HT-1100,,USD,I,,EA,2015-12-04,106.98,89.90,17.08,1.000
500000317,3,2015-11-13,8,2015-11-27,100000022,X,I,I,500000317,HT-1107,,ARS,I,,EA,2015-12-04,71.16,59.80,11.36,2.000
500000318,10,2015-11-14,10,2015-11-28,100000025,C,P,D,500000318,HT-1100,,USD,I,,EA,2015-12-04,320.94,269.70,51.24,3.000
500000318,10,2015-11-14,10,2015-11-28,100000025,C,P,D,500000318,HT-1101,,EUR,I,,EA,2015-12-04,285.24,239.70,45.54,3.000
500000319,9,2015-11-15,3,2015-11-29,100000026,X,I,I,500000319,HT-1070,,ARS,I,,EA,2015-12-04,253.11,212.70,40.41,3.000
500000319,9,2015-11-15,3,2015-11-29,100000026,X,I,I,500000319,HT-1071,,ZAR,I,,EA,2015-12-04,97.22,81.70,15.52,1.000
500000320,29,2015-11-16,11,2015-11-30,100000026,X,I,I,500000320,HT-1082,,ARS,I,,EA,2015-12-04,402.22,338.00,64.22,2.000
500000320,29,2015-11-16,11,2015-11-30,100000026,X,I,I,500000320,HT-1083,,CNY,I,,EA,2015-12-04,1237.60,1040.00,197.60,2.000
500000321,21,2015-11-17,23,2015-12-01,100000025,P,I,I,500000321,HT-1113,,EUR,I,,EA,2015-12-04,5.47,4.60,0.87,2.000
500000321,21,2015-11-17,23,2015-12-01,100000025,P,I,I,500000321,HT-1114,,USD,I,,EA,2015-12-04,82.11,69.00,13.11,1.000
500000322,33,2015-11-18,26,2015-12-02,100000024,P,P,D,500000322,HT-1102,,USD,I,,EA,2015-12-04,246.33,207.00,39.33,3.000
500000322,33,2015-11-18,26,2015-12-02,100000024,P,P,D,500000322,HT-1103,,EUR,I,,EA,2015-12-04,274.89,231.00,43.89,3.000
500000323,19,2015-11-19,11,2015-12-03,100000021,N,I,I,500000323,HT-1104,,JPY,I,,EA,2015-12-04,196.35,165.00,31.35,3.000
500000323,19,2015-11-19,11,2015-12-03,100000021,N,I,I,500000323,HT-1105,,EUR,I,,EA,2015-12-04,103.53,87.00,16.53,3.000
500000324,18,2015-11-20,14,2015-12-04,100000022,P,I,I,500000324,HT-1116,,MXN,I,,EA,2015-12-04,128.52,108.00,20.52,3.000
500000324,18,2015-11-20,14,2015-12-04,100000022,P,I,I,500000324,HT-1117,,EUR,I,,EA,2015-12-04,135.66,114.00,21.66,3.000
500000325,14,2015-11-21,21,2015-12-05,100000023,P,P,I,500000325,HT-1000,,EUR,I,,EA,2015-12-04,1137.64,956.00,181.64,1.000
500000325,14,2015-11-21,21,2015-12-05,100000023,P,P,I,500000325,HT-1001,,EUR,I,,EA,2015-12-04,2972.62,2498.00,474.62,2.000
500000326,24,2015-11-22,17,2015-12-06,100000023,N,I,I,500000326,HT-1030,,EUR,I,,EA,2015-12-04,547.40,460.00,87.40,2.000
500000326,24,2015-11-22,17,2015-12-06,100000023,N,I,I,500000326,HT-1031,,GBP,I,,EA,2015-12-04,339.15,285.00,54.15,1.000
500000327,16,2015-11-23,26,2015-12-07,100000023,C,P,D,500000327,HT-1040,,EUR,I,,EA,2015-12-04,2963.10,2490.00,473.10,3.000
500000327,16,2015-11-23,26,2015-12-07,100000023,C,P,D,500000327,HT-1041,,ARS,I,,EA,2015-12-04,583.10,490.00,93.10,1.000
500000328,12,2015-11-24,24,2015-12-08,100000021,P,I,D,500000328,HT-1073,,EUR,I,,EA,2015-12-04,85.68,72.00,13.68,3.000
500000328,12,2015-11-24,24,2015-12-08,100000021,P,I,D,500000328,HT-1080,,INR,I,,EA,2015-12-04,182.07,153.00,29.07,3.000
500000329,20,2015-11-25,31,2015-12-09,100000019,C,P,D,500000329,HT-1100,,USD,I,,EA,2015-12-04,213.96,179.80,34.16,2.000
500000329,20,2015-11-25,31,2015-12-09,100000019,C,P,D,500000329,HT-1101,,EUR,I,,EA,2015-12-04,95.08,79.90,15.18,1.000
500000330,12,2015-11-26,6,2015-12-10,100000024,P,P,D,500000330,HT-1500,,EUR,I,,EA,2015-12-04,5950.00,5000.00,950.00,1.000
500000330,12,2015-11-26,6,2015-12-10,100000024,P,P,D,500000330,HT-1501,,JPY,I,,EA,2015-12-04,3570.00,3000.00,570.00,2.000
500000331,13,2015-11-27,27,2015-12-11,100000019,N,I,I,500000331,HT-1105,,EUR,I,,EA,2015-12-04,103.53,87.00,16.53,3.000
500000331,13,2015-11-27,27,2015-12-11,100000019,N,I,I,500000331,HT-1106,,MXN,I,,EA,2015-12-04,40.46,34.00,6.46,1.000
500000332,22,2015-11-28,6,2015-12-12,100000024,X,I,I,500000332,HT-1030,,EUR,I,,EA,2015-12-04,547.40,460.00,87.40,2.000
500000332,22,2015-11-28,6,2015-12-12,100000024,X,I,I,500000332,HT-1031,,GBP,I,,EA,2015-12-04,1017.45,855.00,162.45,3.000
500000333,2,2015-11-29,8,2015-12-13,100000026,P,I,I,500000333,HT-1060,,EUR,I,,EA,2015-12-04,21.42,18.00,3.42,2.000
500000333,2,2015-11-29,8,2015-12-13,100000026,P,I,I,500000333,HT-1061,,EUR,I,,EA,2015-12-04,16.66,14.00,2.66,2.000
500000334,31,2015-11-30,9,2015-12-14,100000026,X,I,I,500000334,HT-1500,,EUR,I,,EA,2015-12-04,11900.00,10000.00,1900.00,2.000
500000334,31,2015-11-30,9,2015-12-14,100000026,X,I,I,500000334,HT-1501,,JPY,I,,EA,2015-12-04,3570.00,3000.00,570.00,2.000
500000335,23,2015-12-01,7,2015-12-15,100000025,X,I,I,500000335,HT-1085,,DKK,I,,EA,2015-12-04,3567.62,2998.00,569.62,2.000
500000335,23,2015-12-01,7,2015-12-15,100000025,X,I,I,500000335,HT-1090,,EUR,I,,EA,2015-12-04,92.82,78.00,14.82,2.000
500000336,11,2015-12-02,5,2015-12-16,100000023,C,P,D,500000336,HT-1104,,JPY,I,,EA,2015-12-04,65.45,55.00,10.45,1.000
500000336,11,2015-12-02,5,2015-12-16,100000023,C,P,D,500000336,HT-1105,,EUR,I,,EA,2015-12-04,103.53,87.00,16.53,3.000
500000337,18,2015-12-03,27,2015-12-17,100000022,C,P,D,500000337,HT-1000,,EUR,I,,EA,2015-12-04,2275.28,1912.00,363.28,2.000
500000337,18,2015-12-03,27,2015-12-17,100000022,C,P,D,500000337,HT-1001,,EUR,I,,EA,2015-12-04,2972.62,2498.00,474.62,2.000
500000338,21,2015-12-04,25,2015-12-18,100000024,X,I,I,500000338,HT-1070,,ARS,I,,EA,2015-12-04,84.37,70.90,13.47,1.000
500000338,21,2015-12-04,25,2015-12-18,100000024,X,I,I,500000338,HT-1071,,ZAR,I,,EA,2015-12-04,291.67,245.10,46.57,3.000
500000339,5,2015-12-05,33,2015-12-19,100000024,N,I,I,500000339,HT-1040,,EUR,I,,EA,2015-12-04,987.70,830.00,157.70,1.000
500000339,5,2015-12-05,33,2015-12-19,100000024,N,I,I,500000339,HT-1041,,ARS,I,,EA,2015-12-04,1166.20,980.00,186.20,2.000
500000340,15,2015-12-06,21,2015-12-20,100000021,X,I,I,500000340,HT-1113,,EUR,I,,EA,2015-12-04,8.21,6.90,1.31,3.000
500000340,15,2015-12-06,21,2015-12-20,100000021,X,I,I,500000340,HT-1114,,USD,I,,EA,2015-12-04,164.22,138.00,26.22,2.000
500000341,17,2015-12-07,28,2015-12-21,100000019,N,I,I,500000341,HT-1117,,EUR,I,,EA,2015-12-04,90.44,76.00,14.44,2.000
500000341,17,2015-12-07,28,2015-12-21,100000019,N,I,I,500000341,HT-1118,,ARS,I,,EA,2015-12-04,94.01,79.00,15.01,1.000
500000342,5,2015-12-08,19,2015-12-22,100000025,C,P,D,500000342,HT-1100,,USD,I,,EA,2015-12-04,106.98,89.90,17.08,1.000
500000342,5,2015-12-08,19,2015-12-22,100000025,C,P,D,500000342,HT-1107,,ARS,I,,EA,2015-12-04,71.16,59.80,11.36,2.000
500000343,33,2015-12-09,10,2015-12-23,100000022,P,P,D,500000343,HT-1100,,USD,I,,EA,2015-12-04,320.94,269.70,51.24,3.000
500000343,33,2015-12-09,10,2015-12-23,100000022,P,P,D,500000343,HT-1101,,EUR,I,,EA,2015-12-04,285.24,239.70,45.54,3.000
500000344,3,2015-12-10,9,2015-12-24,100000026,C,P,D,500000344,HT-1070,,ARS,I,,EA,2015-12-04,253.11,212.70,40.41,3.000
500000344,3,2015-12-10,9,2015-12-24,100000026,C,P,D,500000344,HT-1071,,ZAR,I,,EA,2015-12-04,97.22,81.70,15.52,1.000
500000345,23,2015-12-11,18,2015-12-25,100000026,N,I,I,500000345,HT-1210,,EUR,I,,EA,2015-12-04,5709.62,4798.00,911.62,2.000
500000345,23,2015-12-11,18,2015-12-25,100000026,N,I,I,500000345,HT-1500,,EUR,I,,EA,2015-12-04,11900.00,10000.00,1900.00,2.000
500000346,26,2015-12-12,32,2015-12-26,100000025,X,I,I,500000346,HT-1063,,BRL,I,,EA,2015-12-04,33.32,28.00,5.32,2.000
500000346,26,2015-12-12,32,2015-12-26,100000025,X,I,I,500000346,HT-1064,,CAD,I,,EA,2015-12-04,19.04,16.00,3.04,1.000
500000347,30,2015-12-13,29,2015-12-27,100000021,C,P,D,500000347,HT-1102,,USD,I,,EA,2015-12-04,246.33,207.00,39.33,3.000
500000347,30,2015-12-13,29,2015-12-27,100000021,C,P,D,500000347,HT-1103,,EUR,I,,EA,2015-12-04,274.89,231.00,43.89,3.000
500000348,15,2015-12-14,2,2015-12-28,100000024,P,P,D,500000348,HT-1104,,JPY,I,,EA,2015-12-04,196.35,165.00,31.35,3.000
500000348,15,2015-12-14,2,2015-12-28,100000024,P,P,D,500000348,HT-1105,,EUR,I,,EA,2015-12-04,103.53,87.00,16.53,3.000
500000349,25,2015-12-15,7,2015-12-29,100000022,X,I,I,500000349,HT-1116,,MXN,I,,EA,2015-12-04,128.52,108.00,20.52,3.000
500000349,25,2015-12-15,7,2015-12-29,100000022,X,I,I,500000349,HT-1117,,EUR,I,,EA,2015-12-04,135.66,114.00,21.66,3.000
500000350,18,2015-12-16,26,2015-12-30,100000012,N,I,I,500000350,HT-1000,,EUR,I,,EA,2015-12-04,1137.64,956.00,181.64,1.000
500000350,18,2015-12-16,26,2015-12-30,100000012,N,I,I,500000350,HT-1001,,EUR,I,,EA,2015-12-04,2972.62,2498.00,474.62,2.000
500000351,15,2015-12-17,15,2015-12-31,100000011,X,I,I,500000351,HT-1030,,EUR,I,,EA,2015-12-04,547.40,460.00,87.40,2.000
500000351,15,2015-12-17,15,2015-12-31,100000011,X,I,I,500000351,HT-1031,,GBP,I,,EA,2015-12-04,339.15,285.00,54.15,1.000
500000352,10,2015-12-18,32,2014-01-01,100000015,P,I,D,500000352,HT-1040,,EUR,I,,EA,2015-12-04,2963.10,2490.00,473.10,3.000
500000352,10,2015-12-18,32,2014-01-01,100000015,P,I,D,500000352,HT-1041,,ARS,I,,EA,2015-12-04,583.10,490.00,93.10,1.000
500000353,18,2015-12-19,12,2014-01-02,100000013,C,P,D,500000353,HT-1073,,EUR,I,,EA,2015-12-04,85.68,72.00,13.68,3.000
500000353,18,2015-12-19,12,2014-01-02,100000013,C,P,D,500000353,HT-1080,,INR,I,,EA,2015-12-04,182.07,153.00,29.07,3.000
500000354,18,2015-12-20,7,2014-01-03,100000013,P,P,I,500000354,HT-1100,,USD,I,,EA,2015-12-04,213.96,179.80,34.16,2.000
500000354,18,2015-12-20,7,2014-01-03,100000013,P,P,I,500000354,HT-1101,,EUR,I,,EA,2015-12-04,95.08,79.90,15.18,1.000
500000355,15,2015-12-21,26,2014-01-04,100000014,N,I,I,500000355,HT-1500,,EUR,I,,EA,2015-12-04,5950.00,5000.00,950.00,1.000
500000355,15,2015-12-21,26,2014-01-04,100000014,N,I,I,500000355,HT-1501,,JPY,I,,EA,2015-12-04,3570.00,3000.00,570.00,2.000
500000356,1,2015-12-22,21,2014-01-05,100000016,C,P,D,500000356,HT-1105,,EUR,I,,EA,2015-12-04,103.53,87.00,16.53,3.000
500000356,1,2015-12-22,21,2014-01-05,100000016,C,P,D,500000356,HT-1106,,MXN,I,,EA,2015-12-04,40.46,34.00,6.46,1.000
